Date,Close
1985/1/1,278.700012
1985/2/1,284.200012
1985/3/1,279.200012
1985/4/1,280.600006
1985/5/1,290.799988
1985/6/1,296.200012
1985/7/1,301.299988
1985/8/1,297.700012
1985/9/1,280.299988
1985/10/1,292.5
1985/11/1,314
1985/12/1,324.899994
1986/1/1,335.799988
1986/2/1,359.5
1986/3/1,374.700012
1986/4/1,383.200012
1986/5/1,400.200012
1986/6/1,405.5
1986/7/1,371.399994
1986/8/1,382.899994
1986/9/1,350.700012
1986/10/1,360.799988
1986/11/1,359.600006
1986/12/1,348.799988
1987/1/1,392.100006
1987/2/1,425
1987/3/1,430.100006
1987/4/1,417.799988
1987/5/1,416.5
1987/6/1,424.700012
1987/7/1,434.899994
1987/8/1,455
1987/9/1,444.299988
1987/10/1,323.299988
1987/11/1,305.200012
1987/12/1,330.5
1988/1/1,344.700012
1988/2/1,367
1988/3/1,374.600006
1988/4/1,379.200012
1988/5/1,370.299988
1988/6/1,394.700012
1988/7/1,387.299988
1988/8/1,376.600006
1988/9/1,387.700012
1988/10/1,382.5
1988/11/1,371.5
1988/12/1,381.399994
1989/1/1,401.299988
1989/2/1,399.700012
1989/3/1,406.700012
1989/4/1,427.600006
1989/5/1,446.200012
1989/6/1,435.299988
1989/7/1,453.799988
1989/8/1,469.299988
1989/9/1,472.899994
1989/10/1,455.600006
1989/11/1,456.100006
1989/12/1,454.799988
1990/1/1,415.799988
1990/2/1,425.799988
1990/3/1,435.5
1990/4/1,420.100006
1990/5/1,459
1990/6/1,462.299988
1990/7/1,438.200012
1990/8/1,381.200012
1990/9/1,344.5
1990/10/1,329.799988
1990/11/1,359.100006
1990/12/1,373.799988
1991/1/1,414.200012
1991/2/1,453.100006
1991/3/1,482.299988
1991/4/1,484.720001
1991/5/1,506.109985
1991/6/1,475.920013
1991/7/1,502.040009
1991/8/1,525.679993
1991/9/1,526.880005
1991/10/1,542.97998
1991/11/1,523.900024
1991/12/1,586.340027
1992/1/1,620.210022
1992/2/1,633.469971
1992/3/1,603.77002
1992/4/1,578.679993
1992/5/1,585.309998
1992/6/1,563.599976
1992/7/1,580.830017
1992/8/1,563.119995
1992/9/1,583.27002
1992/10/1,605.169983
1992/11/1,652.72998
1992/12/1,676.950012
1993/1/1,696.340027
1993/2/1,670.77002
1993/3/1,690.130005
1993/4/1,661.419983
1993/5/1,700.530029
1993/6/1,703.950012
1993/7/1,704.700012
1993/8/1,742.840027
1993/9/1,762.780029
1993/10/1,779.26001
1993/11/1,754.390015
1993/12/1,776.799988
1994/1/1,800.469971
1994/2/1,792.5
1994/3/1,743.460022
1994/4/1,733.840027
1994/5/1,735.190002
1994/6/1,705.960022
1994/7/1,722.159973
1994/8/1,765.619995
1994/9/1,764.289978
1994/10/1,777.48999
1994/11/1,750.320007
1994/12/1,751.960022
1995/1/1,755.200012
1995/2/1,793.72998
1995/3/1,817.210022
1995/4/1,843.97998
1995/5/1,864.580017
1995/6/1,933.450012
1995/7/1,1001.210022
1995/8/1,1020.109985
1995/9/1,1043.540039
1995/10/1,1036.060059
1995/11/1,1059.199951
1995/12/1,1052.130005
1996/1/1,1059.790039
1996/2/1,1100.050049
1996/3/1,1101.400024
1996/4/1,1190.52002
1996/5/1,1243.430054
1996/6/1,1185.02002
1996/7/1,1080.589966
1996/8/1,1141.5
1996/9/1,1226.920044
1996/10/1,1221.51001
1996/11/1,1292.609985
1996/12/1,1291.030029
1997/1/1,1379.849976
1997/2/1,1309
1997/3/1,1221.699951
1997/4/1,1260.76001
1997/5/1,1400.319946
1997/6/1,1442.069946
1997/7/1,1593.810059
1997/8/1,1587.319946
1997/9/1,1685.689941
1997/10/1,1593.609985
1997/11/1,1600.550049
1997/12/1,1570.349976
1998/1/1,1619.359985
1998/2/1,1770.51001
1998/3/1,1835.680054
1998/4/1,1868.410034
1998/5/1,1778.869995
1998/6/1,1894.73999
1998/7/1,1872.390015
1998/8/1,1499.25
1998/9/1,1693.839966
1998/10/1,1771.390015
1998/11/1,1949.540039
1998/12/1,2192.689941
1999/1/1,2505.889893
1999/2/1,2288.030029
1999/3/1,2461.399902
1999/4/1,2542.860107
1999/5/1,2470.52002
1999/6/1,2686.120117
1999/7/1,2638.48999
1999/8/1,2739.350098
1999/9/1,2746.159912
1999/10/1,2966.429932
1999/11/1,3336.159912
1999/12/1,4069.310059
2000/1/1,3940.350098
2000/2/1,4696.689941
2000/3/1,4572.830078
2000/4/1,3860.659912
2000/5/1,3400.909912
2000/6/1,3966.110107
2000/7/1,3766.98999
2000/8/1,4206.350098
2000/9/1,3672.820068
2000/10/1,3369.629883
2000/11/1,2597.929932
2000/12/1,2470.52002
2001/1/1,2772.72998
2001/2/1,2151.830078
2001/3/1,1840.26001
2001/4/1,2116.23999
2001/5/1,2110.48999
2001/6/1,2160.540039
2001/7/1,2027.130005
2001/8/1,1805.430054
2001/9/1,1498.800049
2001/10/1,1690.199951
2001/11/1,1930.579956
2001/12/1,1950.400024
2002/1/1,1934.030029
2002/2/1,1731.48999
2002/3/1,1845.349976
2002/4/1,1688.22998
2002/5/1,1615.72998
2002/6/1,1463.209961
2002/7/1,1328.26001
2002/8/1,1314.849976
2002/9/1,1172.060059
2002/10/1,1329.75
2002/11/1,1478.780029
2002/12/1,1335.51001
2003/1/1,1320.910034
2003/2/1,1337.52002
2003/3/1,1341.170044
2003/4/1,1464.310059
2003/5/1,1595.910034
2003/6/1,1622.800049
2003/7/1,1735.02002
2003/8/1,1810.449951
2003/9/1,1786.939941
2003/10/1,1932.209961
2003/11/1,1960.26001
2003/12/1,2003.369995
2004/1/1,2066.149902
2004/2/1,2029.819946
2004/3/1,1994.219971
2004/4/1,1920.150024
2004/5/1,1986.73999
2004/6/1,2047.790039
2004/7/1,1887.359985
2004/8/1,1838.099976
2004/9/1,1896.839966
2004/10/1,1974.98999
2004/11/1,2096.810059
2004/12/1,2175.439941
2005/1/1,2062.409912
2005/2/1,2051.719971
2005/3/1,1999.22998
2005/4/1,1921.650024
2005/5/1,2068.219971
2005/6/1,2056.959961
2005/7/1,2184.830078
2005/8/1,2152.090088
2005/9/1,2151.689941
2005/10/1,2120.300049
2005/11/1,2232.820068
2005/12/1,2205.320068
2006/1/1,2305.820068
2006/2/1,2281.389893
2006/3/1,2339.790039
2006/4/1,2322.570068
2006/5/1,2178.879883
2006/6/1,2172.090088
2006/7/1,2091.469971
2006/8/1,2183.75
2006/9/1,2258.429932
2006/10/1,2366.709961
2006/11/1,2431.77002
2006/12/1,2415.290039
2007/1/1,2463.929932
2007/2/1,2416.149902
2007/3/1,2421.639893
2007/4/1,2525.090088
2007/5/1,2604.52002
2007/6/1,2603.22998
2007/7/1,2546.27002
2007/8/1,2596.360107
2007/9/1,2701.5
2007/10/1,2859.120117
2007/11/1,2660.959961
2007/12/1,2652.280029
2008/1/1,2389.860107
2008/2/1,2271.47998
2008/3/1,2279.100098
2008/4/1,2412.800049
2008/5/1,2522.659912
2008/6/1,2292.97998
2008/7/1,2325.550049
2008/8/1,2367.52002
2008/9/1,2091.879883
2008/10/1,1720.949951
2008/11/1,1535.569946
2008/12/1,1577.030029
2009/1/1,1476.420044
2009/2/1,1377.839966
2009/3/1,1528.589966
2009/4/1,1717.300049
2009/5/1,1774.329956
2009/6/1,1835.040039
2009/7/1,1978.5
2009/8/1,2009.060059
2009/9/1,2122.419922
2009/10/1,2045.109985
2009/11/1,2144.600098
2009/12/1,2269.149902
2010/1/1,2147.350098
2010/2/1,2238.26001
2010/3/1,2397.959961
2010/4/1,2461.189941
2010/5/1,2257.040039
2010/6/1,2109.23999
2010/7/1,2254.699951
2010/8/1,2114.030029
2010/9/1,2368.620117
2010/10/1,2507.409912
2010/11/1,2498.22998
2010/12/1,2652.870117
2011/1/1,2700.080078
2011/2/1,2782.27002
2011/3/1,2781.070068
2011/4/1,2873.540039
2011/5/1,2835.300049
2011/6/1,2773.52002
2011/7/1,2756.379883
2011/8/1,2579.459961
2011/9/1,2415.399902
2011/10/1,2684.409912
2011/11/1,2620.340088
2011/12/1,2605.149902
2012/1/1,2813.840088
2012/2/1,2966.889893
2012/3/1,3091.570068
2012/4/1,3046.360107
2012/5/1,2827.340088
2012/6/1,2935.050049
2012/7/1,2939.52002
2012/8/1,3066.959961
2012/9/1,3116.22998
2012/10/1,2977.22998
2012/11/1,3010.23999
2012/12/1,3019.51001
2013/1/1,3142.129883
2013/2/1,3160.189941
2013/3/1,3267.52002
2013/4/1,3328.790039
2013/5/1,3455.909912
2013/6/1,3403.25
2013/7/1,3626.370117
2013/8/1,3589.870117
2013/9/1,3771.47998
2013/10/1,3919.709961
2013/11/1,4059.889893
2013/12/1,4176.589844
2014/1/1,4103.879883
2014/2/1,4308.120117
2014/3/1,4198.990234
2014/4/1,4114.560059
2014/5/1,4242.620117
2014/6/1,4408.180176
2014/7/1,4369.77002
2014/8/1,4580.27002
2014/9/1,4493.390137
2014/10/1,4630.740234
2014/11/1,4791.629883
2014/12/1,4736.049805
2015/1/1,4635.240234
2015/2/1,4963.529785
2015/3/1,4900.879883
2015/4/1,4941.419922
2015/5/1,5070.029785
2015/6/1,4986.870117
2015/7/1,5128.279785
2015/8/1,4776.509766
2015/9/1,4620.160156
2015/10/1,5053.75
2015/11/1,5108.669922
2015/12/1,5007.410156
2016/1/1,4613.950195
2016/2/1,4557.950195
2016/3/1,4869.850098
2016/4/1,4775.359863
2016/5/1,4948.049805
2016/6/1,4842.669922
2016/7/1,5162.129883
2016/8/1,5213.220215
2016/9/1,5312
2016/10/1,5189.140137
2016/11/1,5323.680176
2016/12/1,5383.120117
2017/1/1,5614.790039
2017/2/1,5825.439941
2017/3/1,5911.740234
2017/4/1,6047.609863
2017/5/1,6198.52002
2017/6/1,6140.419922
2017/7/1,6348.120117
2017/8/1,6428.660156
2017/9/1,6495.959961
2017/10/1,6727.669922
2017/11/1,6873.970215
2017/12/1,6903.390137
2018/1/1,7411.47998
2018/2/1,7273.009766
2018/3/1,7063.450195
2018/4/1,7066.27002
2018/5/1,7442.120117
2018/6/1,7510.299805
2018/7/1,7671.790039
2018/8/1,8109.540039
2018/9/1,8046.350098
2018/10/1,7305.899902
2018/11/1,7330.540039
2018/12/1,6635.279785
2019/1/1,7281.740234
2019/2/1,7532.529785
2019/3/1,7729.319824
2019/4/1,8095.390137
2019/5/1,7453.149902
2019/6/1,8006.240234
2019/7/1,8175.419922
2019/8/1,7962.879883
2019/9/1,7999.339844
2019/10/1,8292.360352
2019/11/1,8665.469727
2019/12/1,8972.599609
2020/1/1,9150.94043
2020/2/1,8567.370117
2020/3/1,7700.100098
2020/4/1,8889.549805
2020/5/1,9489.870117
2020/6/1,10058.76953
2020/7/1,10745.26953
2020/8/1,11775.45996
2020/9/1,11167.50977
2020/10/1,10911.58984
2020/11/1,12198.74023
2020/12/1,12888.28027
2021/1/1,13070.69043
2021/2/1,13192.34961
2021/3/1,13246.87012
2021/4/1,13962.67969
2021/5/1,13748.74023
2021/6/1,14503.9502
2021/7/1,14672.67969
2021/8/1,15259.24023
2021/9/1,14448.58008
2021/10/1,15498.38965
2021/11/1,15537.69043
2021/12/1,15644.96973
2022/1/1,14239.87988
2022/2/1,13751.40039
2022/3/1,14220.51953
2022/4/1,12334.63965
2022/5/1,12081.38965
2022/6/1,11028.74023
2022/7/1,12390.69043
2022/8/1,11816.2002
2022/9/1,10575.62012
2022/10/1,10988.15039
2022/11/1,11468
2022/12/1,10466.48047
2023/1/1,11584.54981
2023/2/1,11455.54004
2023/3/1,12221.91016
2023/4/1,12226.58008
2023/5/1,12935.29004
2023/5/31,12935.28516
